,dt,US1.AAPL,US1.AMZN,US1.BAC,US1.BRK.A,US1.DIS,US1.HD,US1.JNJ,US1.JPM,US1.MA,US1.MSFT,US1.NVDA,US1.PG,US1.UNH,US1.V,US1.XOM
206,20101027,307.71,167.51,11.54,120785.0,35.9,30.89,63.58,37.56,245.86,26.06,12.03,63.09,35.94,79.93,65.66
207,20101028,305.23,166.88,11.53,120200.0,36.5,31.19,63.57,37.5,239.38,26.27,12.04,63.19,36.25,76.45,66.22
208,20101029,300.88,165.15,11.445,119389.0,36.13,30.9,63.67,37.64,240.33,26.63,12.03,63.58,36.02,78.15,66.51
209,20101101,304.18,162.58,11.52,119742.0,36.04,30.695,63.68,37.4,238.8999,26.96,12.03,63.61,36.12,77.29,66.95
210,20101102,309.7,164.61,11.4,120727.01,36.11,31.51,63.9,36.95,246.09,27.4,12.28,64.03,37.0101,78.41,67.8399
211,20101103,312.75,168.48,11.53,121805.0,36.31,31.46,64.18,37.73,251.71,27.03,12.38,64.29,36.66,79.0,67.97
212,20101104,318.25,168.94,12.13,124410.0,37.04,31.94,64.75,39.79,254.58,27.12,12.4,64.99,36.82,79.99,69.3981
213,20101105,317.13,170.36,12.35,125560.0,37.19,31.93,64.64,40.93,256.2,26.84,12.6,65.0,36.8701,79.75,69.99
214,20101108,318.8,172.06,12.6,123390.0,37.0453,31.48,64.32,40.49,252.87,26.81,12.66,64.742,37.1,78.74,70.35
215,20101109,316.08,170.27,12.28,121300.0,36.85,31.46,64.328,39.95,251.85,26.95,12.58,64.79,37.01,78.36,70.69
216,20101110,318.09,173.34,12.57,123100.0,37.0,31.67,63.91,40.62,253.63,26.96,12.738,64.54,37.15,79.25,71.12
217,20101111,316.54,170.39,12.39,121859.07,35.89,31.69,63.92,40.05,251.86,26.69,12.59,64.37,37.5,79.2,71.9
218,20101112,308.11,165.69,12.11,120400.0,37.76,31.44,63.65,39.6,243.21,26.27,13.25,64.33,36.68,76.96,71.03
219,20101115,307.41,158.89,12.08,120178.0,37.24,31.4,64.14,40.07,242.6,26.24,13.11,64.28,35.44,76.38,70.49
220,20101116,301.24,157.79,11.95,119975.01,36.91,31.71,63.09,39.68,233.08,25.79,12.71,63.47,34.99,74.98,68.98
221,20101117,300.35,158.36,11.63,119379.0,37.23,30.83,63.03,39.17,234.5,25.59,12.91,63.3,35.32,75.77,69.02
222,20101118,308.57,164.18,11.7,121215.0,37.55,30.85,63.8,39.65,242.37,25.83,13.31,63.96,35.62,76.9,70.3
223,20101119,306.9,164.72,11.65,121225.0,37.02,31.2,63.85,39.41,243.7,25.7,13.76,64.04,35.99,77.03,70.54
224,20101122,313.36,170.41,11.3,119980.0,36.94,31.1,63.6,38.52,243.53,25.74,13.77,63.57,36.45,75.48,70.18
225,20101123,308.72,168.2,11.1,118650.0,36.16,30.9,62.9,37.63,235.72,25.12,13.44,62.62,36.04,74.66,69.03
226,20101124,314.78,177.13,11.27,120385.0,36.88,31.17,63.32,38.15,237.8,25.37,13.76,62.62,36.18,75.9,69.89
227,20101126,314.67,177.24,11.13,119450.0,36.66,31.0683,62.22,37.5,235.15,25.4,13.57,62.1,35.88,75.48,69.03
228,20101129,316.83,179.49,11.32,119443.0,36.4101,30.7,61.9,37.9,235.81,25.31,13.76,62.12,36.62,74.21,69.44
229,20101130,311.15,175.4,10.95,119660.0,36.51,30.21,61.53,37.38,238.08,25.23,13.61,61.03,36.52,73.84,69.58
230,20101201,316.72,176.51,11.27,121000.0,37.12,31.62,62.36,38.17,248.13,26.05,14.19,62.09,37.66,75.19,71.27
231,20101202,318.13,176.59,11.67,122000.0,37.35,33.37,62.61,39.29,248.84,26.9,14.39,62.38,38.05,77.01,71.44
232,20101203,317.47,175.61,11.86,121390.0,37.58,33.48,62.53,39.62,248.89,27.02,14.78,62.31,37.8,77.34,71.17
233,20101206,320.17,178.01,11.64,120649.0,37.56,33.33,62.21,39.89,252.91,26.84,14.5,62.06,37.3,78.3,71.36
234,20101207,318.2,176.81,11.58,119846.0,37.33,33.57,62.31,39.26,246.7,26.88,14.98,62.172,36.8,76.86,71.47
235,20101208,321.01,176.29,11.99,120716.0,36.98,34.03,62.42,40.285,250.54,27.23,15.11,62.61,36.82,77.87,71.85
236,20101209,319.89,174.91,12.63,120720.0,36.76,34.33,62.05,40.8,250.9,27.09,14.86,62.87,36.63,79.1,72.01
237,20101210,320.6,175.61,12.79,120990.0,36.65,34.39,61.87,41.4,254.48,27.34,14.95,63.171,36.65,80.17,72.13
238,20101213,321.6,174.25,12.5375,120425.0,37.12,34.57,61.87,41.52,259.31,27.23,14.6,63.17,36.89,80.88,72.38
239,20101214,320.26,173.9,12.41,120545.0,37.26,34.72,62.789,40.8,254.04,27.63,14.6,63.57,36.49,80.69,72.2
240,20101215,320.4,175.57,12.32,119295.0,36.97,34.8,62.6,40.22,248.85,27.86,14.27,63.68,35.46,76.98,71.89
241,20101216,321.0,178.06,12.52,119850.0,37.01,35.12,62.4,40.01,224.13,27.97,14.289,64.53,35.63,67.12,72.24
242,20101217,320.66,177.48,12.56,119975.0,37.07,35.11,62.52,39.77,220.55,27.75,14.38,64.86,35.11,66.98,72.17
243,20101220,322.2,183.29,12.61,119380.0,37.07,35.21,62.51,39.97,223.5,27.81,14.32,64.98,35.17,67.95,72.22
244,20101221,324.21,184.75,12.971,120800.0,37.33,35.09,62.34,41.0,219.721,28.07,14.87,64.93,35.34,68.03,72.73
245,20101222,325.25,184.76,13.38,120171.0,37.96,35.16,62.02,42.17,217.38,28.18,15.03,64.96,35.83,68.54,72.802
246,20101223,323.6,182.61,13.05,119840.0,37.7199,35.0799,62.2701,42.08,218.29,28.31,14.91,65.2701,35.78,68.7499,73.17
247,20101227,324.7,182.14,13.26,120225.0,37.48,35.25,61.9547,42.67,224.69,28.07,15.0,64.62,35.55,70.79,73.02
248,20101228,325.47,181.11,13.35,119925.01,37.37,35.11,62.06,42.64,224.48,28.02,14.93,64.79,35.74,70.73,73.47
249,20101229,325.3,183.37,13.32,119882.0,37.61,34.9001,62.13,42.37,225.45,27.97,14.93,64.38,35.92,70.62,73.41
250,20101230,323.66,182.76,13.29,119100.0,37.48,34.87,61.95,42.249,223.77,27.865,15.0,64.27,35.94,70.31,73.37
251,20101231,322.44,179.92,13.35,120200.0,37.53,35.06,61.87,42.43,224.24,27.91,15.42,64.36,36.12,70.41,73.18
252,20110103,329.72,184.22,14.19,120560.0,37.82,35.3,62.8,43.57,220.62,27.97,15.83,64.73,37.11,70.5,74.51
253,20110104,331.3,185.011,14.235,120155.0,38.99,34.67,63.31,44.17,223.6,28.05,15.77,64.91,37.48,70.57,74.91
254,20110105,334.0,187.41,14.5,121330.0,40.0,34.55,63.31,44.72,230.13,28.0,16.99,64.83,37.59,72.07,74.72
255,20110106,333.65,185.86,14.42,120600.0,39.67,34.41,63.2,44.44,231.49,28.81,19.34,64.68,38.36,73.18,75.18
256,20110107,336.13,185.5,14.26,119681.0,39.45,34.37,62.59,43.64,230.91,28.59,19.9,64.49,38.46,72.96,75.59
257,20110110,342.3,184.68,14.4,119557.99,39.49,34.4,62.17,43.402,230.49,28.21,20.63,64.34,38.45,71.81,75.12
258,20110111,341.6,184.34,14.6896,119060.0,39.41,34.86,62.26,43.59,229.07,28.11,20.3,64.03,39.1,71.84,75.69
259,20110112,344.42,184.05,14.97,121000.0,39.18,34.82,62.51,44.72,232.71,28.55,23.3451,64.99,38.86,72.6,76.6008
260,20110113,345.66,185.53,14.77,121064.0,39.27,35.27,62.91,44.45,233.34,28.2,23.38,65.49,39.59,71.21,76.71
261,20110114,348.46,188.75,15.24,122450.0,39.27,35.9,62.51,44.91,236.84,28.3,23.58,65.54,40.74,71.11,77.88
262,20110118,341.0,191.25,15.0,122840.0,39.4,36.03,62.12,44.77,237.64,28.66,23.03,65.51,40.9,71.16,78.71
263,20110119,338.84,186.87,14.38,121270.01,39.1,35.63,62.57,43.73,235.38,28.47,22.4,65.39,40.57,69.17,78.27
264,20110120,332.82,181.84,14.53,121050.0,39.18,36.5,62.88,44.76,235.089,28.36,22.42,65.8,40.31,70.71,77.77
265,20110121,326.72,177.4,14.255,120599.0,39.75,36.52,62.66,45.28,233.49,28.03,22.21,65.92,40.42,70.11,79.01
266,20110124,337.38,176.85,13.935,124376.0,39.93,36.64,62.24,45.01,239.01,28.38,24.72,66.57,39.82,71.79,78.59
267,20110125,341.4,176.69,13.62,124850.0,39.86,37.14,61.1,44.86,241.25,28.45,23.96,66.69,40.62,71.6,78.69
268,20110126,343.87,175.4,13.56,124535.0,39.46,37.43,60.63,45.0,240.14,28.75,24.52,66.14,40.25,70.98,79.57
269,20110127,343.25,184.57,13.67,124530.0,39.47,37.98,60.69,45.09,238.8,28.89,24.48,64.17,42.28,70.5901,79.88
270,20110128,336.05,171.13,13.61,122351.0,38.85,36.7,60.0399,44.56,234.74,27.76,23.78,64.19,40.928,69.49,79.0
271,20110131,339.3,169.64,13.725,122530.0,38.89,36.77,59.78,44.94,236.49,27.725,23.92,63.12,41.06,69.84,80.7
272,20110201,345.11,172.08,14.29,124925.0,39.89,36.98,60.6,45.9,237.94,28.01,24.46,62.9,42.05,70.7,83.88
273,20110202,344.32,173.61,14.24,123775.0,40.47,36.59,60.65,45.45,239.49,27.94,25.59,62.78,41.94,72.068,83.4
274,20110203,343.41,173.71,14.435,124600.0,40.5,36.7075,60.81,45.48,245.37,27.65,25.11,62.91,43.05,71.63,83.44
275,20110204,346.5,175.88,14.3,124900.0,40.708,36.79,60.82,44.6,247.24,27.775,25.69,63.6,42.47,72.85,83.25
276,20110207,351.87,176.43,14.65,126150.0,40.95,36.61,60.86,45.48,249.94,28.19,24.61,64.55,41.82,73.88,83.9
277,20110208,355.32,183.07,14.62,126370.0,41.19,37.17,60.95,45.74,249.6,28.29,23.88,64.58,41.97,74.51,82.97
278,20110209,358.12,185.29,14.66,125740.0,43.36,37.17,60.87,45.11,248.48,27.9525,23.29,64.38,42.07,73.28,82.55
279,20110210,354.54,186.2,14.5,126590.0,43.32,37.3,60.92,45.52,252.05,27.485,22.82,64.57,42.43,74.73,83.17
280,20110211,356.86,189.25,14.7795,127350.0,43.42,37.48,60.7,46.58,253.49,27.25,23.47,64.75,42.38,74.94,82.85
281,20110214,359.18,190.48,14.9,127850.0,43.24,37.59,60.71,46.55,255.05,27.23,23.1001,64.53,42.45,75.73,84.89
282,20110215,359.95,189.03,14.76,127510.0,43.08,37.68,60.62,46.79,255.93,26.96,22.55,63.92,42.04,75.6,82.96
283,20110216,363.06,186.62,14.83,127420.0,43.69,37.86,60.52,47.92,254.24,27.01,23.37,63.75,42.48,75.96,83.67
284,20110217,358.29,187.75,14.81,127440.0,43.69,38.15,60.79,47.81,251.82,27.2,25.69,63.99,42.56,76.13,83.83
285,20110218,350.56,186.63,14.75,127598.0,43.56,38.49,61.091,47.96,250.43,27.1,25.65,64.29,42.86,75.82,84.49
286,20110222,338.68,180.46,14.18,124651.0,42.67,38.09,60.67,46.03,247.71,26.57,23.22,64.07,42.96,73.78,85.43
287,20110223,342.62,176.68,14.17,124304.0,42.14,37.31,60.42,45.98,244.13,26.59,22.11,64.198,42.9,72.9,87.1
288,20110224,342.57,177.75,13.9695,125028.0,42.41,37.15,60.24,45.91,244.17,26.76,22.65,63.04,42.73,73.9,85.95
289,20110225,348.29,177.24,14.2,127478.0,42.9473,37.07,59.67,46.72,246.71,26.546,23.12,62.85,42.55,74.68,85.368
290,20110228,353.49,173.28,14.29,130820.0,43.76,37.5,61.44,46.75,240.56,26.58,22.65,63.1,42.59,73.1123,85.7
291,20110301,349.5,169.44,13.9225,127528.0,42.97,36.75,60.7,45.62,240.44,26.17,21.67,62.71,42.43,72.66,84.81
292,20110302,352.12,172.01,13.83,127500.0,43.28,36.67,60.79,45.21,246.6,26.07,20.75,62.4,43.55,73.94,85.05
293,20110303,359.56,172.72,14.2675,130174.0,44.07,37.52,61.05,46.09,251.59,26.19,20.87,62.55,44.78,75.84,85.8
294,20110304,360.0,171.61,14.1,128165.0,43.545,37.22,61.03,45.52,249.75,25.97,20.77,62.02,44.46,74.71,85.01
295,20110307,355.4,169.08,14.05,127630.0,43.02,36.87,60.42,45.21,247.5,25.71,20.47,61.72,43.59,74.11,84.8
296,20110308,355.67,167.0,14.6975,129538.01,43.22,37.03,60.74,46.41,248.98,25.9,19.54,62.04,43.84,74.2,84.59
297,20110309,352.45,169.04,14.599,129074.0,43.12,37.68,60.4,46.58,247.99,25.88,19.14,61.99,44.47,73.7,84.4
298,20110310,346.71,166.2,14.26,127605.0,42.46,37.08,59.61,45.54,243.46,25.4,17.93,61.49,43.79,71.39,81.42
299,20110311,352.008,168.08,14.38,127953.0,42.92,37.15,59.7,45.72,248.51,25.68,18.04,61.48,43.55,72.491,82.11
300,20110314,353.56,166.78,14.25,126400.0,42.22,36.67,59.11,45.32,248.83,25.707,18.1991,61.33,43.15,71.9,82.35
301,20110315,345.43,165.09,13.97,123765.0,41.6,36.2845,58.48,44.61,244.48,25.4,17.7,60.66,42.79,71.21,81.4
302,20110316,330.03,164.71,13.7,121500.0,40.59,35.67,57.65,43.84,244.39,24.79,17.54,59.77,41.8536,70.98,79.32
303,20110317,334.49,160.925,13.97,124215.0,40.76,35.76,58.13,44.55,243.61,24.8,17.86,60.41,42.28,71.39,81.14
304,20110318,330.66,161.8,14.0299,125125.0,41.24,36.01,58.51,45.63,241.83,24.82,17.63,60.55,42.55,71.33,81.1
305,20110321,339.2,164.49,14.04,127777.0,41.81,36.46,58.81,45.64,247.9,25.34,17.72,61.28,43.19,71.91,82.86
306,20110322,341.13,162.6,13.88,127415.0,41.43,36.29,58.78,45.45,246.67,25.29,17.45,60.92,42.74,71.58,82.53
307,20110323,339.13,165.32,13.6499,127102.0,42.24,36.601,58.71,45.58,246.94,25.54,17.81,60.9,42.74,72.0,82.628
308,20110324,345.03,171.06,13.47,127689.0,42.88,37.38,59.05,45.75,252.59,25.81,19.23,61.16,43.81,72.67,82.74
309,20110325,351.59,170.99,13.33,127869.0,42.98,37.41,58.99,45.875,247.7,25.63,18.64,60.88,43.76,72.1,83.63
310,20110328,350.45,169.35,13.38,126549.0,42.53,36.67,59.23,45.98,252.67,25.41,19.31,60.66,43.89,72.75,83.48
311,20110329,350.95,174.66,13.3401,127010.0,42.95,37.71,59.21,46.01,251.72,25.49,19.18,61.29,44.48,72.23,83.25
312,20110330,348.77,179.42,13.425,128195.0,43.36,37.56,59.33,46.43,253.43,25.58,18.46,61.95,45.38,74.22,84.44
313,20110331,348.576,180.14,13.34,125488.0,43.1,37.06,59.27,46.12,251.72,25.35,18.45,61.62,45.2,73.63,84.18
314,20110401,344.55,180.12,13.38,125438.0,42.84,37.58,59.45,46.36,253.62,25.47,18.2,62.07,45.62,74.21,84.65
315,20110404,341.2,182.95,13.44,124653.0,42.62,37.48,60.17,46.32,261.26,25.54,17.55,62.25,45.6,75.23,84.85
316,20110405,338.69,185.29,13.46,123070.0,42.44,37.6,59.79,46.6,262.93,25.76,17.57,61.68,45.09,75.59,85.47
317,20110406,338.04,182.76,13.74,122867.0,42.27,37.51,59.66,47.6499,265.48,26.15,17.46,61.75,44.97,75.98,85.2
318,20110407,338.08,184.9,13.61,122900.0,42.01,37.81,59.46,47.38,264.99,26.19,18.09,62.12,44.42,76.4,85.75
319,20110408,335.06,184.71,13.47,122734.0,41.74,37.43,59.45,46.82,263.11,26.06,17.56,61.89,44.36,76.71,85.95
320,20110411,330.99,184.03,13.505,123477.0,41.87,37.605,59.87,46.87,266.5,25.99,17.32,62.19,44.31,77.72,85.18
321,20110412,332.4,180.48,13.48,122545.01,41.62,37.74,59.94,46.66,262.96,25.6425,17.37,62.9,44.79,77.04,83.18
322,20110413,336.0881,182.29,13.27,121200.0,41.7,37.67,59.6,46.25,269.71,25.62,17.76,63.01,44.34,77.49,83.17
323,20110414,332.07,181.72,13.13,121082.0,41.01,37.86,60.05,45.0,268.93,25.4,18.5,63.33,44.85,76.32,83.47
324,20110415,327.48,180.0,12.825,121220.0,41.53,38.18,60.58,44.905,267.82,25.37,18.7,64.18,44.99,76.49,84.3
325,20110418,331.85,178.35,12.41,120500.0,41.21,37.74,60.46,43.97,265.13,25.09,18.09,64.01,43.56,75.69,83.12
326,20110419,337.88,178.81,12.33,120759.0,41.36,37.75,62.7,44.66,267.25,25.14,18.02,63.85,43.95,75.93,83.77
327,20110420,342.36,183.9,12.2685,122510.0,42.06,37.94,64.44,44.56,269.75,25.74,18.58,63.73,44.24,77.34,85.63
328,20110421,350.71,185.96,12.315,123620.0,42.26,37.78,64.06,44.67,273.19,25.53,18.52,63.24,47.83,77.76,86.33
329,20110425,353.1,185.42,12.44,123630.0,41.93,37.54,64.12,44.62,271.45,25.61,18.81,63.35,47.73,77.79,86.24
330,20110426,350.46,182.3,12.25,124341.01,42.34,37.21,64.97,45.13,276.21,26.2,19.31,63.85,47.36,78.74,87.41
331,20110427,350.24,196.63,12.3275,124432.0,42.59,37.34,65.58,45.52,275.26,26.39,19.3,64.0,48.21,78.91,87.8075
332,20110428,347.11,195.08,12.42,124821.0,43.02,37.46,65.4,45.84,274.48,26.71,19.5,64.5,49.09,77.63,87.29
333,20110429,349.09,196.41,12.3001,124920.0,43.11,37.14,65.72,45.64,274.89,26.02,20.01,64.9,49.25,78.12,87.98
334,20110502,346.228,201.2,12.35,122832.0,43.26,37.33,66.19,45.175,275.41,25.66,19.73,65.16,49.87,79.14,86.95
335,20110503,348.0,198.6,12.595,123400.0,43.06,37.36,66.23,45.93,282.14,25.82,18.8,65.7,49.69,79.98,85.6
336,20110504,349.92,199.87,12.49,122310.0,42.61,37.18,65.64,45.5,282.11,26.04,18.66,66.45,49.58,79.71,84.79
337,20110505,346.91,197.17,12.3,119355.0,42.7,37.0,64.98,45.18,274.51,25.79,18.661,65.86,49.59,78.79,82.65
338,20110506,346.55,197.52,12.3,120400.0,43.05,36.98,65.31,45.03,274.11,25.87,19.31,65.27,50.11,79.407,82.68
339,20110509,347.51,200.81,12.17,121054.0,43.08,36.95,65.62,44.94,278.81,25.82,19.75,65.14,50.46,79.85,83.19
340,20110510,349.45,204.0,12.28,121924.0,43.93,37.28,65.75,45.17,281.0,25.67,19.79,65.75,50.53,80.31,83.35
341,20110511,347.24,204.37,12.24,120175.0,41.51,37.24,66.54,44.23,278.23,25.35,19.862,65.89,50.02,79.36,81.1
342,20110512,346.59,206.03,12.205,121010.0,41.57,37.29,67.19,44.09,282.06,25.32,20.49,66.85,50.1,79.91,81.03
343,20110513,340.48,202.55,11.93,119493.0,41.5,37.02,66.61,43.16,279.95,25.02,18.26,66.84,49.96,79.92,80.87
344,20110516,333.32,192.48,11.85,119258.0,40.92,36.97,66.38,42.92,279.2,24.58,17.71,66.96,50.19,79.95,80.26
345,20110517,336.11,194.84,11.9,118334.0,41.01,37.41,66.4,43.81,281.93,24.52,17.62,67.43,50.0,80.59,80.429
346,20110518,339.78,197.08,11.79,119345.0,41.42,37.46,66.5,44.05,281.34,24.69,18.03,67.35,50.6,80.01,81.76
347,20110519,340.55,198.805,11.7,118861.0,41.37,37.39,66.37,43.99,284.01,24.715,17.77,67.44,50.55,79.62,82.31
348,20110520,335.15,198.58,11.57,118050.0,41.49,37.04,65.67,43.13,277.4,24.49,18.08,67.35,49.75,78.24,81.55
349,20110523,334.4,196.24,11.43,116945.0,41.17,36.81,65.56,42.55,272.03,24.17,18.08,67.06,49.19,76.92,80.69
350,20110524,332.35,193.43,11.46,116503.0,41.08,36.55,65.79,42.3,270.04,24.15,18.15,67.02,47.97,77.57,81.32
351,20110525,336.55,192.27,11.39,117370.0,41.13,36.62,66.28,42.27,274.42,24.2,18.35,66.38,47.87,78.74,81.97
352,20110526,334.99,195.0,11.47,117476.0,41.03,36.22,65.56,42.48,281.98,24.67,18.82,66.21,47.74,79.28,82.4
353,20110527,337.37,194.14,11.69,116990.0,41.51,36.01,66.79,42.79,285.25,24.76,19.5,66.21,48.28,79.79,82.59
354,20110531,347.68,196.68,11.74,118478.35,41.62,36.27,67.32,43.2201,287.28,25.02,20.03,67.0,48.92,81.08,83.47
355,20110601,345.5,192.31,11.25,115580.0,40.41,35.43,66.48,41.75,280.66,24.43,19.14,66.41,48.38,79.19,82.03
356,20110602,345.94,193.62,11.29,115700.0,40.03,35.09,66.49,41.6,282.84,24.22,19.0399,66.01,49.37,80.71,81.33
357,20110603,343.31,188.27,11.28,114380.0,39.43,34.65,66.08,41.58,276.91,23.89,18.46,65.45,48.86,79.15,81.18
358,20110606,338.055,185.7,10.82,113052.0,39.41,34.32,66.06,40.56,271.91,23.99,18.08,65.51,48.15,78.23,80.3
359,20110607,331.91,187.47,10.64,112236.0,39.36,34.33,65.54,40.65,274.09,24.05,18.07,65.04,47.98,79.8,79.98
360,20110608,332.31,188.09,10.54,111515.0,39.25,34.1,66.13,40.4,269.96,23.96,17.58,64.83,48.2,76.75,80.79
361,20110609,331.5,189.6,10.66,112548.0,39.39,34.34,66.8,41.0,271.77,23.94,17.37,65.06,50.61,76.44,81.21
362,20110610,325.57,186.52,10.805,111010.0,38.49,33.46,66.1,41.06,267.0,23.69,17.11,64.68,49.41,74.7,79.78
363,20110613,326.59,186.29,10.982,111430.0,38.38,33.52,66.59,41.7,267.49,24.03,17.0,64.79,49.13,74.82,79.24
364,20110614,332.33,189.93,10.8,112666.0,38.6,34.74,67.11,41.6,274.14,24.21,17.13,64.75,49.61,75.95,80.39
365,20110615,326.79,186.04,10.51,110794.0,38.4,33.91,66.13,40.68,270.66,23.76,16.78,63.74,49.35,74.89,78.665
366,20110616,325.16,183.67,10.595,112770.0,38.01,34.51,66.32,40.36,266.65,23.99,16.2,64.26,49.67,74.9,79.23
367,20110617,320.31,186.44,10.67,113530.0,38.04,34.53,66.31,40.77,266.23,24.26,15.815,64.69,49.95,74.43,79.07
368,20110620,315.32,187.72,10.6,114201.0,38.23,34.76,66.5,40.46,270.01,24.46,15.62,65.08,51.27,74.05,79.71
369,20110621,325.27,194.24,10.82,114705.0,38.79,35.42,66.5,40.91,274.02,24.76,15.95,64.23,52.2,74.99,80.59
370,20110622,322.6,191.62,10.791,114013.0,38.33,34.95,66.07,40.69,271.25,24.65,15.73,64.08,51.8,74.67,79.83
371,20110623,331.24,194.16,10.72,113433.0,37.83,35.63,65.67,40.08,272.99,24.64,16.21,63.5,51.17,75.35,78.5
372,20110624,326.35,192.55,10.53,113414.0,37.6,35.11,65.1,39.5001,273.89,24.29,15.74,62.57,50.46,73.44,77.06
373,20110627,332.08,201.26,10.85,113487.0,38.08,35.21,65.27,39.88,272.59,25.19,15.41,62.86,51.04,73.9,77.91
374,20110628,335.26,202.33,10.825,114541.0,37.93,36.07,65.9,39.54,278.29,25.85,15.51,62.72,51.78,75.25,79.6
375,20110629,334.04,204.21,11.15,115540.0,38.38,35.98,66.31,40.48,309.55,25.62,15.73,62.58,51.55,86.58,80.26
376,20110630,335.6,204.6,10.95,116111.0,39.03,36.2,66.47,40.92,301.1,25.98,15.94,63.54,51.6,84.27,81.32
377,20110701,343.4,209.49,11.08,117100.0,39.7273,36.72,67.29,41.62,314.46,26.06,16.15,64.27,53.12,87.96,82.01
378,20110705,349.31,213.2,10.99,115950.0,39.98,36.6,67.66,41.04,316.08,26.05,15.88,64.26,52.86,88.36,81.61
379,20110706,351.84,214.04,10.73,114700.0,39.57,36.59,67.57,40.57,312.86,26.35,15.67,64.71,53.12,88.19,81.57
380,20110707,357.21,216.74,10.92,116706.0,39.74,37.05,67.94,41.32,318.94,26.77,15.72,64.96,52.63,90.19,82.42
381,20110708,359.72,218.3,10.71,115394.0,39.91,36.61,67.58,40.74,315.3,26.93,15.43,64.97,52.09,89.74,82.42
382,20110711,354.1,212.54,10.35,112861.0,39.23,36.35,67.24,39.44,307.45,26.64,14.9,64.7,50.92,87.9,81.9
383,20110712,353.85,211.28,10.22,113650.0,39.16,36.12,67.03,39.4,303.75,26.54,14.69,64.56,51.41,87.71,81.9
384,20110713,358.14,213.5,10.2103,114550.63,39.56,36.14,67.65,39.64,306.36,26.64,14.65,64.65,51.74,88.77,82.51
385,20110714,357.91,210.31,10.08,114135.0,39.6,35.95,67.67,40.35,305.73,26.47,14.07,64.59,52.28,87.938,82.22
386,20110715,364.96,212.95,10.01,113206.4,39.27,35.91,67.48,40.0,307.6,26.78,14.1,64.84,51.98,88.75,83.02
387,20110718,373.82,211.53,9.72,112650.99,38.74,35.71,67.1,39.84,307.58,26.59,13.795,64.54,51.98,88.05,82.64
388,20110719,376.85,218.05,9.56,114357.0,39.51,36.1,66.72,40.37,311.62,27.54,14.23,64.61,51.47,89.19,83.59
389,20110720,387.0,215.55,9.85,114250.0,39.39,36.43,66.23,40.95,308.24,27.05,14.04,64.19,51.5,88.64,83.32
390,20110721,387.28,213.26,10.23,115920.0,40.75,36.72,66.5,42.29,310.45,27.1,14.7,64.49,52.18,88.13,85.04
391,20110722,393.3,216.42,10.14,115480.0,40.64,36.51,66.69,42.17,314.14,27.525,15.0,64.24,52.77,89.51,85.2
392,20110725,398.411,213.446,10.01,113780.0,40.57,36.66,66.26,41.69,316.56,27.91,14.75,63.31,51.62,89.07,84.58
393,20110726,403.26,214.07,10.0,113290.0,40.51,36.4,65.93,41.47,312.87,28.07,14.4,63.1,51.26,89.21,84.37
394,20110727,392.58,222.42,9.68,112110.0,39.52,35.62,65.25,40.68,303.1,27.34,13.86,62.23,49.88,87.81,83.34
395,20110728,391.91,223.91,9.78,112336.0,39.4,35.14,65.11,40.69,307.13,27.73,13.83,61.95,49.93,86.91,81.46
396,20110729,390.692,222.67,9.71,111387.5,38.6,34.94,64.69,40.42,303.43,27.42,13.83,61.52,49.64,85.56,79.87
397,20110801,396.74,221.32,9.82,112475.0,38.43,34.25,64.41,40.44,304.41,27.28,14.57,61.41,48.01,85.6801,79.54
398,20110802,388.92,211.75,9.49,110111.0,36.94,32.83,63.44,39.84,298.67,26.81,14.43,60.83,46.95,83.56,77.83
399,20110803,392.57,210.186,9.535,110969.0,37.44,32.92,63.39,39.91,338.85,26.9,14.81,60.759,47.19,87.46,77.72
400,20110804,377.35,201.48,8.8,106500.0,35.37,31.72,61.86,37.89,323.42,25.93,13.41,59.6,45.09,85.01,73.88
401,20110805,373.75,202.56,8.15,106929.0,35.19,30.75,62.71,37.61,326.53,25.7,12.94,60.6,45.56,83.4,74.78
402,20110808,353.35,193.71,6.52,101115.0,33.03,28.93,61.15,34.12,291.96,24.48,11.93,59.3,41.91,79.21,70.185
403,20110809,374.42,205.04,7.6,109232.0,34.65,30.15,62.2,36.4,321.37,25.61,12.94,60.32,44.73,82.75,71.7
404,20110810,363.0,193.8,6.78,102000.0,31.53,28.5,60.2,34.32,304.011,24.17,12.33,58.58,41.8382,79.2,67.97
405,20110811,373.68,198.36,7.21,107000.0,32.1,30.02,63.28,36.61,326.761,25.11,13.41,60.38,43.88,84.34,71.42
406,20110812,376.86,202.29,7.19,107538.0,33.08,30.58,63.34,35.94,327.94,25.09,12.86,61.14,44.81,83.84,72.03
407,20110815,383.3,203.01,7.76,108781.0,33.61,31.46,64.57,36.88,334.83,25.53,13.36,61.85,45.95,85.85,74.29
408,20110816,380.4,197.65,7.4083,107724.0,33.42,33.13,64.34,36.03,335.11,25.36,12.985,61.59,45.49,85.81,73.53
409,20110817,380.21,195.8,7.46,108655.0,33.36,33.39,64.23,36.59,326.0,25.25,12.82,61.65,45.53,84.0,74.14
410,20110818,365.85,182.52,7.0,104695.0,32.5,32.17,63.18,35.16,305.02,24.68,11.95,60.86,43.9,80.29,70.92
411,20110819,356.08,179.0,6.93,102600.0,31.89,31.9,63.18,34.29,300.2,24.05,11.73,60.955,43.31,79.61,69.8
